IDENTITY	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_dj	p_colon	N_dj	N_colon
GC_00002180	0.7500000001071665	0.38647623073730314	1	colon	GC_00002180	GC_00002180	0.25	0.4167	12	12
GC_00002176	0.7500000001071665	0.38647623073730314	1	colon	GC_00002176	GC_00002176	0.25	0.4167	12	12
GC_00002184	0.7500000001071665	0.38647623073730314	1	colon	GC_00002184	GC_00002184	0.25	0.4167	12	12
GC_00002157	0.7500000001071665	0.38647623073730314	1	colon	GC_00002157	GC_00002157	0.25	0.4167	12	12
GC_00002181	0.7500000001071662	0.3864762307373032	1	dj	GC_00002181	GC_00002181	0.4167	0.25	12	12
GC_00002179	0.7500000001071662	0.3864762307373032	1	dj	GC_00002179	GC_00002179	0.4167	0.25	12	12
GC_00002158	0.7500000001071662	0.3864762307373032	1	dj	GC_00002158	GC_00002158	0.4167	0.25	12	12
GC_00002186	0.7500000001071662	0.3864762307373032	1	dj	GC_00002186	GC_00002186	0.4167	0.25	12	12
GC_00002160	0.7500000001071662	0.3864762307373032	1	dj	GC_00002160	GC_00002160	0.4167	0.25	12	12
GC_00002163	0.7500000001071662	0.3864762307373032	1	dj	GC_00002163	GC_00002163	0.4167	0.25	12	12
GC_00002020	0.7500000001071659	0.3864762307373033	1	colon	GC_00002020	GC_00002020	0.5833	0.75	12	12
GC_00002026	0.7500000001071659	0.3864762307373033	1	colon	GC_00002026	GC_00002026	0.5833	0.75	12	12
GC_00002021	0.7500000001071659	0.3864762307373033	1	colon	GC_00002021	GC_00002021	0.5833	0.75	12	12
GC_00002025	0.7500000001071659	0.3864762307373033	1	dj	GC_00002025	GC_00002025	0.75	0.5833	12	12
GC_00002019	0.7500000001071659	0.3864762307373033	1	colon	GC_00002019	GC_00002019	0.5833	0.75	12	12
GC_00002114	0.6857147945277212	0.40762577372413883	1	colon	GC_00002114	GC_00002114	0.3333	0.5	12	12
GC_00002109	0.6857147945277212	0.40762577372413883	1	colon	GC_00002109	GC_00002109	0.3333	0.5	12	12
GC_00002106	0.6857147945277212	0.40762577372413883	1	dj	GC_00002106	GC_00002106	0.5	0.3333	12	12
GC_00002086	0.6857147945277212	0.40762577372413883	1	dj	GC_00002086	GC_00002086	0.5	0.3333	12	12
GC_00002122	0.6857147945277212	0.40762577372413883	1	colon	GC_00002122	GC_00002122	0.3333	0.5	12	12
GC_00002124	0.6857147945277212	0.40762577372413883	1	colon	GC_00002124	GC_00002124	0.3333	0.5	12	12
GC_00002121	0.6857147945277212	0.40762577372413883	1	dj	GC_00002121	GC_00002121	0.5	0.3333	12	12
GC_00002047	0.685714794527721	0.40762577372413894	1	colon	GC_00002047	GC_00002047	0.5	0.6667	12	12
GC_00002045	0.685714794527721	0.40762577372413894	1	colon	GC_00002045	GC_00002045	0.5	0.6667	12	12
GC_00002028	0.685714794527721	0.40762577372413894	1	colon	GC_00002028	GC_00002028	0.5	0.6667	12	12
GC_00002046	0.6857147945277202	0.4076257737241392	1	dj	GC_00002046	GC_00002046	0.6667	0.5	12	12
GC_00002050	0.6857147945277202	0.4076257737241392	1	dj	GC_00002050	GC_00002050	0.6667	0.5	12	12
GC_00002081	0.6666666666666671	0.414216178242525	1	dj	GC_00002081	GC_00002081	0.5833	0.4167	12	12
GC_00002041	0.6666666666666671	0.414216178242525	1	colon	GC_00002041	GC_00002041	0.4167	0.5833	12	12
GC_00002074	0.6666666666666671	0.414216178242525	1	colon	GC_00002074	GC_00002074	0.4167	0.5833	12	12
GC_00002084	0.6666666666666671	0.414216178242525	1	dj	GC_00002084	GC_00002084	0.5833	0.4167	12	12
GC_00002078	0.6666666666666671	0.414216178242525	1	colon	GC_00002078	GC_00002078	0.4167	0.5833	12	12
GC_00002071	0.6666666666666671	0.414216178242525	1	dj	GC_00002071	GC_00002071	0.5833	0.4167	12	12
GC_00002079	0.6666666666666671	0.414216178242525	1	colon	GC_00002079	GC_00002079	0.4167	0.5833	12	12
GC_00002569	0.38095245783635356	0.5370939373666793	1	colon	GC_00002569	GC_00002569	0.0833	0.1667	12	12
GC_00002439	0.38095245783635356	0.5370939373666793	1	colon	GC_00002439	GC_00002439	0.0833	0.1667	12	12
GC_00002503	0.38095245783635356	0.5370939373666793	1	colon	GC_00002503	GC_00002503	0.0833	0.1667	12	12
GC_00002545	0.38095245783635356	0.5370939373666793	1	dj	GC_00002545	GC_00002545	0.1667	0.0833	12	12
GC_00002546	0.38095245783635356	0.5370939373666793	1	dj	GC_00002546	GC_00002546	0.1667	0.0833	12	12
GC_00002515	0.38095245783635356	0.5370939373666793	1	colon	GC_00002515	GC_00002515	0.0833	0.1667	12	12
GC_00002442	0.38095245783635356	0.5370939373666793	1	colon	GC_00002442	GC_00002442	0.0833	0.1667	12	12
GC_00002432	0.38095245783635356	0.5370939373666793	1	colon	GC_00002432	GC_00002432	0.0833	0.1667	12	12
GC_00002429	0.38095245783635356	0.5370939373666793	1	colon	GC_00002429	GC_00002429	0.0833	0.1667	12	12
GC_00002474	0.38095245783635356	0.5370939373666793	1	dj	GC_00002474	GC_00002474	0.1667	0.0833	12	12
GC_00002514	0.38095245783635356	0.5370939373666793	1	dj	GC_00002514	GC_00002514	0.1667	0.0833	12	12
GC_00002561	0.38095245783635356	0.5370939373666793	1	colon	GC_00002561	GC_00002561	0.0833	0.1667	12	12
GC_00002478	0.38095245783635356	0.5370939373666793	1	dj	GC_00002478	GC_00002478	0.1667	0.0833	12	12
GC_00002492	0.38095245783635356	0.5370939373666793	1	dj	GC_00002492	GC_00002492	0.1667	0.0833	12	12
GC_00002552	0.38095245783635356	0.5370939373666793	1	colon	GC_00002552	GC_00002552	0.0833	0.1667	12	12
GC_00002502	0.38095245783635356	0.5370939373666793	1	colon	GC_00002502	GC_00002502	0.0833	0.1667	12	12
GC_00002466	0.38095245783635356	0.5370939373666793	1	colon	GC_00002466	GC_00002466	0.0833	0.1667	12	12
GC_00002566	0.38095245783635356	0.5370939373666793	1	dj	GC_00002566	GC_00002566	0.1667	0.0833	12	12
GC_00002518	0.38095245783635356	0.5370939373666793	1	dj	GC_00002518	GC_00002518	0.1667	0.0833	12	12
GC_00002517	0.38095245783635356	0.5370939373666793	1	dj	GC_00002517	GC_00002517	0.1667	0.0833	12	12
GC_00002469	0.38095245783635356	0.5370939373666793	1	dj	GC_00002469	GC_00002469	0.1667	0.0833	12	12
GC_00002446	0.38095245783635356	0.5370939373666793	1	colon	GC_00002446	GC_00002446	0.0833	0.1667	12	12
GC_00002521	0.38095245783635356	0.5370939373666793	1	dj	GC_00002521	GC_00002521	0.1667	0.0833	12	12
GC_00002460	0.38095245783635356	0.5370939373666793	1	colon	GC_00002460	GC_00002460	0.0833	0.1667	12	12
GC_00002544	0.38095245783635356	0.5370939373666793	1	colon	GC_00002544	GC_00002544	0.0833	0.1667	12	12
GC_00002444	0.38095245783635356	0.5370939373666793	1	colon	GC_00002444	GC_00002444	0.0833	0.1667	12	12
GC_00002538	0.38095245783635356	0.5370939373666793	1	colon	GC_00002538	GC_00002538	0.0833	0.1667	12	12
GC_00002488	0.38095245783635356	0.5370939373666793	1	colon	GC_00002488	GC_00002488	0.0833	0.1667	12	12
GC_00002571	0.38095245783635356	0.5370939373666793	1	colon	GC_00002571	GC_00002571	0.0833	0.1667	12	12
GC_00002575	0.38095245783635356	0.5370939373666793	1	colon	GC_00002575	GC_00002575	0.0833	0.1667	12	12
GC_00002547	0.38095245783635356	0.5370939373666793	1	colon	GC_00002547	GC_00002547	0.0833	0.1667	12	12
GC_00002541	0.38095245783635356	0.5370939373666793	1	colon	GC_00002541	GC_00002541	0.0833	0.1667	12	12
GC_00002582	0.38095245783635356	0.5370939373666793	1	colon	GC_00002582	GC_00002582	0.0833	0.1667	12	12
GC_00002533	0.38095245783635356	0.5370939373666793	1	dj	GC_00002533	GC_00002533	0.1667	0.0833	12	12
GC_00002448	0.38095245783635356	0.5370939373666793	1	colon	GC_00002448	GC_00002448	0.0833	0.1667	12	12
GC_00002581	0.38095245783635356	0.5370939373666793	1	colon	GC_00002581	GC_00002581	0.0833	0.1667	12	12
GC_00002583	0.38095245783635356	0.5370939373666793	1	colon	GC_00002583	GC_00002583	0.0833	0.1667	12	12
GC_00002527	0.38095245783635356	0.5370939373666793	1	dj	GC_00002527	GC_00002527	0.1667	0.0833	12	12
GC_00002578	0.38095245783635356	0.5370939373666793	1	dj	GC_00002578	GC_00002578	0.1667	0.0833	12	12
GC_00002437	0.38095245783635356	0.5370939373666793	1	colon	GC_00002437	GC_00002437	0.0833	0.1667	12	12
GC_00002507	0.38095245783635356	0.5370939373666793	1	colon	GC_00002507	GC_00002507	0.0833	0.1667	12	12
GC_00002430	0.38095245783635356	0.5370939373666793	1	colon	GC_00002430	GC_00002430	0.0833	0.1667	12	12
GC_00002531	0.38095245783635356	0.5370939373666793	1	dj	GC_00002531	GC_00002531	0.1667	0.0833	12	12
GC_00002555	0.38095245783635356	0.5370939373666793	1	colon	GC_00002555	GC_00002555	0.0833	0.1667	12	12
GC_00002447	0.38095245783635356	0.5370939373666793	1	dj	GC_00002447	GC_00002447	0.1667	0.0833	12	12
GC_00002473	0.38095245783635356	0.5370939373666793	1	dj	GC_00002473	GC_00002473	0.1667	0.0833	12	12
GC_00002520	0.38095245783635356	0.5370939373666793	1	colon	GC_00002520	GC_00002520	0.0833	0.1667	12	12
GC_00002452	0.38095245783635356	0.5370939373666793	1	dj	GC_00002452	GC_00002452	0.1667	0.0833	12	12
GC_00002445	0.38095245783635356	0.5370939373666793	1	dj	GC_00002445	GC_00002445	0.1667	0.0833	12	12
GC_00002535	0.38095245783635356	0.5370939373666793	1	dj	GC_00002535	GC_00002535	0.1667	0.0833	12	12
GC_00002485	0.38095245783635356	0.5370939373666793	1	dj	GC_00002485	GC_00002485	0.1667	0.0833	12	12
GC_00002498	0.38095245783635356	0.5370939373666793	1	colon	GC_00002498	GC_00002498	0.0833	0.1667	12	12
GC_00002450	0.38095245783635356	0.5370939373666793	1	colon	GC_00002450	GC_00002450	0.0833	0.1667	12	12
GC_00002579	0.38095245783635356	0.5370939373666793	1	colon	GC_00002579	GC_00002579	0.0833	0.1667	12	12
GC_00002587	0.38095245783635356	0.5370939373666793	1	dj	GC_00002587	GC_00002587	0.1667	0.0833	12	12
GC_00002465	0.38095245783635356	0.5370939373666793	1	dj	GC_00002465	GC_00002465	0.1667	0.0833	12	12
GC_00002570	0.38095245783635356	0.5370939373666793	1	colon	GC_00002570	GC_00002570	0.0833	0.1667	12	12
GC_00002522	0.38095245783635356	0.5370939373666793	1	colon	GC_00002522	GC_00002522	0.0833	0.1667	12	12
GC_00002487	0.38095245783635356	0.5370939373666793	1	colon	GC_00002487	GC_00002487	0.0833	0.1667	12	12
GC_00002536	0.38095245783635356	0.5370939373666793	1	dj	GC_00002536	GC_00002536	0.1667	0.0833	12	12
GC_00002434	0.38095245783635356	0.5370939373666793	1	colon	GC_00002434	GC_00002434	0.0833	0.1667	12	12
GC_00002458	0.38095245783635356	0.5370939373666793	1	colon	GC_00002458	GC_00002458	0.0833	0.1667	12	12
GC_00002463	0.38095245783635356	0.5370939373666793	1	dj	GC_00002463	GC_00002463	0.1667	0.0833	12	12
GC_00002472	0.38095245783635356	0.5370939373666793	1	dj	GC_00002472	GC_00002472	0.1667	0.0833	12	12
GC_00002512	0.38095245783635356	0.5370939373666793	1	colon	GC_00002512	GC_00002512	0.0833	0.1667	12	12
GC_00002557	0.38095245783635356	0.5370939373666793	1	dj	GC_00002557	GC_00002557	0.1667	0.0833	12	12
GC_00002494	0.38095245783635356	0.5370939373666793	1	colon	GC_00002494	GC_00002494	0.0833	0.1667	12	12
GC_00002540	0.38095245783635356	0.5370939373666793	1	colon	GC_00002540	GC_00002540	0.0833	0.1667	12	12
GC_00002548	0.38095245783635356	0.5370939373666793	1	colon	GC_00002548	GC_00002548	0.0833	0.1667	12	12
GC_00002574	0.38095245783635356	0.5370939373666793	1	colon	GC_00002574	GC_00002574	0.0833	0.1667	12	12
GC_00002563	0.38095245783635356	0.5370939373666793	1	dj	GC_00002563	GC_00002563	0.1667	0.0833	12	12
GC_00002589	0.38095245783635356	0.5370939373666793	1	dj	GC_00002589	GC_00002589	0.1667	0.0833	12	12
GC_00002493	0.38095245783635356	0.5370939373666793	1	dj	GC_00002493	GC_00002493	0.1667	0.0833	12	12
GC_00002459	0.38095245783635356	0.5370939373666793	1	dj	GC_00002459	GC_00002459	0.1667	0.0833	12	12
GC_00002505	0.38095245783635356	0.5370939373666793	1	colon	GC_00002505	GC_00002505	0.0833	0.1667	12	12
GC_00002549	0.38095245783635356	0.5370939373666793	1	dj	GC_00002549	GC_00002549	0.1667	0.0833	12	12
GC_00002378	0.38095245783635356	0.5370939373666793	1	dj	GC_00002378	GC_00002378	0.1667	0.0833	12	12
GC_00002440	0.38095245783635356	0.5370939373666793	1	colon	GC_00002440	GC_00002440	0.0833	0.1667	12	12
GC_00002543	0.38095245783635356	0.5370939373666793	1	colon	GC_00002543	GC_00002543	0.0833	0.1667	12	12
GC_00002562	0.38095245783635356	0.5370939373666793	1	dj	GC_00002562	GC_00002562	0.1667	0.0833	12	12
GC_00002550	0.38095245783635356	0.5370939373666793	1	dj	GC_00002550	GC_00002550	0.1667	0.0833	12	12
GC_00002577	0.38095245783635356	0.5370939373666793	1	dj	GC_00002577	GC_00002577	0.1667	0.0833	12	12
GC_00002441	0.38095245783635356	0.5370939373666793	1	colon	GC_00002441	GC_00002441	0.0833	0.1667	12	12
GC_00002501	0.38095245783635356	0.5370939373666793	1	colon	GC_00002501	GC_00002501	0.0833	0.1667	12	12
GC_00002586	0.38095245783635356	0.5370939373666793	1	colon	GC_00002586	GC_00002586	0.0833	0.1667	12	12
GC_00002513	0.38095245783635356	0.5370939373666793	1	dj	GC_00002513	GC_00002513	0.1667	0.0833	12	12
GC_00002573	0.38095245783635356	0.5370939373666793	1	dj	GC_00002573	GC_00002573	0.1667	0.0833	12	12
GC_00002449	0.38095245783635356	0.5370939373666793	1	dj	GC_00002449	GC_00002449	0.1667	0.0833	12	12
GC_00002489	0.38095245783635356	0.5370939373666793	1	colon	GC_00002489	GC_00002489	0.0833	0.1667	12	12
GC_00002511	0.38095245783635356	0.5370939373666793	1	dj	GC_00002511	GC_00002511	0.1667	0.0833	12	12
GC_00002542	0.38095245783635356	0.5370939373666793	1	colon	GC_00002542	GC_00002542	0.0833	0.1667	12	12
GC_00002567	0.38095245783635356	0.5370939373666793	1	dj	GC_00002567	GC_00002567	0.1667	0.0833	12	12
GC_00002482	0.38095245783635356	0.5370939373666793	1	dj	GC_00002482	GC_00002482	0.1667	0.0833	12	12
GC_00002506	0.38095245783635356	0.5370939373666793	1	dj	GC_00002506	GC_00002506	0.1667	0.0833	12	12
GC_00002418	0.38095245783635356	0.5370939373666793	1	colon	GC_00002418	GC_00002418	0.0833	0.1667	12	12
GC_00002455	0.38095245783635356	0.5370939373666793	1	colon	GC_00002455	GC_00002455	0.0833	0.1667	12	12
GC_00002568	0.38095245783635356	0.5370939373666793	1	colon	GC_00002568	GC_00002568	0.0833	0.1667	12	12
GC_00002484	0.38095245783635356	0.5370939373666793	1	colon	GC_00002484	GC_00002484	0.0833	0.1667	12	12
GC_00002497	0.38095245783635356	0.5370939373666793	1	colon	GC_00002497	GC_00002497	0.0833	0.1667	12	12
GC_00002564	0.38095245783635356	0.5370939373666793	1	colon	GC_00002564	GC_00002564	0.0833	0.1667	12	12
GC_00002519	0.38095245783635356	0.5370939373666793	1	colon	GC_00002519	GC_00002519	0.0833	0.1667	12	12
GC_00002486	0.38095245783635356	0.5370939373666793	1	colon	GC_00002486	GC_00002486	0.0833	0.1667	12	12
GC_00002525	0.38095245783635356	0.5370939373666793	1	colon	GC_00002525	GC_00002525	0.0833	0.1667	12	12
GC_00002453	0.38095245783635356	0.5370939373666793	1	colon	GC_00002453	GC_00002453	0.0833	0.1667	12	12
GC_00002529	0.38095245783635356	0.5370939373666793	1	dj	GC_00002529	GC_00002529	0.1667	0.0833	12	12
GC_00002534	0.38095245783635356	0.5370939373666793	1	dj	GC_00002534	GC_00002534	0.1667	0.0833	12	12
GC_00002433	0.38095245783635356	0.5370939373666793	1	dj	GC_00002433	GC_00002433	0.1667	0.0833	12	12
GC_00002528	0.38095245783635356	0.5370939373666793	1	dj	GC_00002528	GC_00002528	0.1667	0.0833	12	12
GC_00002558	0.38095245783635356	0.5370939373666793	1	dj	GC_00002558	GC_00002558	0.1667	0.0833	12	12
GC_00002479	0.38095245783635356	0.5370939373666793	1	colon	GC_00002479	GC_00002479	0.0833	0.1667	12	12
GC_00002397	0.38095245783635356	0.5370939373666793	1	colon	GC_00002397	GC_00002397	0.0833	0.1667	12	12
GC_00002443	0.38095245783635356	0.5370939373666793	1	colon	GC_00002443	GC_00002443	0.0833	0.1667	12	12
GC_00002584	0.38095245783635356	0.5370939373666793	1	dj	GC_00002584	GC_00002584	0.1667	0.0833	12	12
GC_00002591	0.38095245783635356	0.5370939373666793	1	colon	GC_00002591	GC_00002591	0.0833	0.1667	12	12
GC_00002436	0.38095245783635356	0.5370939373666793	1	dj	GC_00002436	GC_00002436	0.1667	0.0833	12	12
GC_00002451	0.38095245783635356	0.5370939373666793	1	dj	GC_00002451	GC_00002451	0.1667	0.0833	12	12
GC_00002554	0.38095245783635356	0.5370939373666793	1	dj	GC_00002554	GC_00002554	0.1667	0.0833	12	12
GC_00002559	0.38095245783635356	0.5370939373666793	1	dj	GC_00002559	GC_00002559	0.1667	0.0833	12	12
GC_00002499	0.38095245783635356	0.5370939373666793	1	dj	GC_00002499	GC_00002499	0.1667	0.0833	12	12
GC_00002496	0.38095245783635356	0.5370939373666793	1	dj	GC_00002496	GC_00002496	0.1667	0.0833	12	12
GC_00002500	0.38095245783635356	0.5370939373666793	1	colon	GC_00002500	GC_00002500	0.0833	0.1667	12	12
GC_00002467	0.38095245783635356	0.5370939373666793	1	dj	GC_00002467	GC_00002467	0.1667	0.0833	12	12
GC_00002477	0.38095245783635356	0.5370939373666793	1	dj	GC_00002477	GC_00002477	0.1667	0.0833	12	12
GC_00002565	0.38095245783635356	0.5370939373666793	1	colon	GC_00002565	GC_00002565	0.0833	0.1667	12	12
GC_00002495	0.38095245783635356	0.5370939373666793	1	colon	GC_00002495	GC_00002495	0.0833	0.1667	12	12
GC_00002476	0.38095245783635356	0.5370939373666793	1	colon	GC_00002476	GC_00002476	0.0833	0.1667	12	12
GC_00002572	0.38095245783635356	0.5370939373666793	1	colon	GC_00002572	GC_00002572	0.0833	0.1667	12	12
GC_00002475	0.38095245783635356	0.5370939373666793	1	dj	GC_00002475	GC_00002475	0.1667	0.0833	12	12
GC_00002490	0.38095245783635356	0.5370939373666793	1	dj	GC_00002490	GC_00002490	0.1667	0.0833	12	12
GC_00002510	0.38095245783635356	0.5370939373666793	1	dj	GC_00002510	GC_00002510	0.1667	0.0833	12	12
GC_00002537	0.38095245783635356	0.5370939373666793	1	colon	GC_00002537	GC_00002537	0.0833	0.1667	12	12
GC_00001976	0.3809524578363527	0.5370939373666798	1	colon	GC_00001976	GC_00001976	0.8333	0.9167	12	12
GC_00001975	0.3809524578363527	0.5370939373666798	1	colon	GC_00001975	GC_00001975	0.8333	0.9167	12	12
GC_00001982	0.3809524578363527	0.5370939373666798	1	dj	GC_00001982	GC_00001982	0.9167	0.8333	12	12
GC_00001992	0.25263157920840545	0.6152281668976408	1	colon	GC_00001992	GC_00001992	0.75	0.8333	12	12
GC_00002002	0.25263157920840545	0.6152281668976408	1	colon	GC_00002002	GC_00002002	0.75	0.8333	12	12
GC_00002001	0.25263157920840545	0.6152281668976408	1	colon	GC_00002001	GC_00002001	0.75	0.8333	12	12
GC_00001998	0.25263157920840545	0.6152281668976408	1	colon	GC_00001998	GC_00001998	0.75	0.8333	12	12
GC_00001997	0.25263157920840545	0.6152281668976408	1	colon	GC_00001997	GC_00001997	0.75	0.8333	12	12
GC_00001990	0.25263157920840545	0.6152281668976408	1	colon	GC_00001990	GC_00001990	0.75	0.8333	12	12
GC_00001986	0.25263157920840545	0.6152281668976408	1	colon	GC_00001986	GC_00001986	0.75	0.8333	12	12
GC_00001985	0.25263157920840545	0.6152281668976408	1	colon	GC_00001985	GC_00001985	0.75	0.8333	12	12
GC_00001989	0.25263157920840545	0.6152281668976408	1	colon	GC_00001989	GC_00001989	0.75	0.8333	12	12
GC_00001988	0.25263157920840545	0.6152281668976408	1	colon	GC_00001988	GC_00001988	0.75	0.8333	12	12
GC_00002003	0.25263157920840545	0.6152281668976408	1	colon	GC_00002003	GC_00002003	0.75	0.8333	12	12
GC_00001995	0.25263157920840545	0.6152281668976408	1	colon	GC_00001995	GC_00001995	0.75	0.8333	12	12
GC_00002304	0.2526315792084054	0.6152281668976409	1	colon	GC_00002304	GC_00002304	0.1667	0.25	12	12
GC_00002235	0.2526315792084054	0.6152281668976409	1	colon	GC_00002235	GC_00002235	0.1667	0.25	12	12
GC_00002283	0.2526315792084054	0.6152281668976409	1	dj	GC_00002283	GC_00002283	0.25	0.1667	12	12
GC_00002300	0.2526315792084054	0.6152281668976409	1	colon	GC_00002300	GC_00002300	0.1667	0.25	12	12
GC_00002333	0.2526315792084054	0.6152281668976409	1	colon	GC_00002333	GC_00002333	0.1667	0.25	12	12
GC_00002328	0.2526315792084054	0.6152281668976409	1	colon	GC_00002328	GC_00002328	0.1667	0.25	12	12
GC_00002325	0.2526315792084054	0.6152281668976409	1	dj	GC_00002325	GC_00002325	0.25	0.1667	12	12
GC_00002248	0.2526315792084054	0.6152281668976409	1	dj	GC_00002248	GC_00002248	0.25	0.1667	12	12
GC_00002229	0.2526315792084054	0.6152281668976409	1	dj	GC_00002229	GC_00002229	0.25	0.1667	12	12
GC_00002351	0.2526315792084054	0.6152281668976409	1	colon	GC_00002351	GC_00002351	0.1667	0.25	12	12
GC_00001987	0.2526315792084054	0.6152281668976409	1	dj	GC_00001987	GC_00001987	0.8333	0.75	12	12
GC_00002285	0.2526315792084054	0.6152281668976409	1	dj	GC_00002285	GC_00002285	0.25	0.1667	12	12
GC_00002338	0.2526315792084054	0.6152281668976409	1	colon	GC_00002338	GC_00002338	0.1667	0.25	12	12
GC_00002228	0.2526315792084054	0.6152281668976409	1	dj	GC_00002228	GC_00002228	0.25	0.1667	12	12
GC_00002341	0.2526315792084054	0.6152281668976409	1	colon	GC_00002341	GC_00002341	0.1667	0.25	12	12
GC_00002306	0.2526315792084054	0.6152281668976409	1	colon	GC_00002306	GC_00002306	0.1667	0.25	12	12
GC_00002324	0.2526315792084054	0.6152281668976409	1	dj	GC_00002324	GC_00002324	0.25	0.1667	12	12
GC_00002321	0.2526315792084054	0.6152281668976409	1	dj	GC_00002321	GC_00002321	0.25	0.1667	12	12
GC_00002287	0.2526315792084054	0.6152281668976409	1	dj	GC_00002287	GC_00002287	0.25	0.1667	12	12
GC_00002310	0.2526315792084054	0.6152281668976409	1	colon	GC_00002310	GC_00002310	0.1667	0.25	12	12
GC_00002326	0.2526315792084054	0.6152281668976409	1	dj	GC_00002326	GC_00002326	0.25	0.1667	12	12
GC_00002284	0.2526315792084054	0.6152281668976409	1	dj	GC_00002284	GC_00002284	0.25	0.1667	12	12
GC_00002308	0.2526315792084054	0.6152281668976409	1	dj	GC_00002308	GC_00002308	0.25	0.1667	12	12
GC_00002303	0.2526315792084054	0.6152281668976409	1	colon	GC_00002303	GC_00002303	0.1667	0.25	12	12
GC_00002343	0.2526315792084054	0.6152281668976409	1	dj	GC_00002343	GC_00002343	0.25	0.1667	12	12
GC_00002286	0.2526315792084054	0.6152281668976409	1	colon	GC_00002286	GC_00002286	0.1667	0.25	12	12
GC_00002242	0.2526315792084054	0.6152281668976409	1	dj	GC_00002242	GC_00002242	0.25	0.1667	12	12
GC_00002295	0.2526315792084054	0.6152281668976409	1	colon	GC_00002295	GC_00002295	0.1667	0.25	12	12
GC_00002279	0.2526315792084054	0.6152281668976409	1	dj	GC_00002279	GC_00002279	0.25	0.1667	12	12
GC_00002327	0.2526315792084054	0.6152281668976409	1	colon	GC_00002327	GC_00002327	0.1667	0.25	12	12
GC_00002340	0.2526315792084054	0.6152281668976409	1	colon	GC_00002340	GC_00002340	0.1667	0.25	12	12
GC_00002298	0.2526315792084054	0.6152281668976409	1	colon	GC_00002298	GC_00002298	0.1667	0.25	12	12
GC_00002292	0.2526315792084054	0.6152281668976409	1	colon	GC_00002292	GC_00002292	0.1667	0.25	12	12
GC_00002348	0.2526315792084054	0.6152281668976409	1	dj	GC_00002348	GC_00002348	0.25	0.1667	12	12
GC_00002293	0.2526315792084054	0.6152281668976409	1	colon	GC_00002293	GC_00002293	0.1667	0.25	12	12
GC_00002299	0.2526315792084054	0.6152281668976409	1	colon	GC_00002299	GC_00002299	0.1667	0.25	12	12
GC_00002317	0.2526315792084054	0.6152281668976409	1	dj	GC_00002317	GC_00002317	0.25	0.1667	12	12
GC_00002349	0.2526315792084054	0.6152281668976409	1	colon	GC_00002349	GC_00002349	0.1667	0.25	12	12
GC_00002282	0.2526315792084054	0.6152281668976409	1	dj	GC_00002282	GC_00002282	0.25	0.1667	12	12
GC_00002252	0.2526315792084054	0.6152281668976409	1	dj	GC_00002252	GC_00002252	0.25	0.1667	12	12
GC_00002288	0.2526315792084054	0.6152281668976409	1	dj	GC_00002288	GC_00002288	0.25	0.1667	12	12
GC_00002296	0.2526315792084054	0.6152281668976409	1	colon	GC_00002296	GC_00002296	0.1667	0.25	12	12
GC_00002347	0.2526315792084054	0.6152281668976409	1	dj	GC_00002347	GC_00002347	0.25	0.1667	12	12
GC_00002344	0.2526315792084054	0.6152281668976409	1	dj	GC_00002344	GC_00002344	0.25	0.1667	12	12
GC_00002330	0.2526315792084054	0.6152281668976409	1	colon	GC_00002330	GC_00002330	0.1667	0.25	12	12
GC_00002329	0.2526315792084054	0.6152281668976409	1	dj	GC_00002329	GC_00002329	0.25	0.1667	12	12
GC_00002291	0.2526315792084054	0.6152281668976409	1	dj	GC_00002291	GC_00002291	0.25	0.1667	12	12
GC_00002345	0.2526315792084054	0.6152281668976409	1	colon	GC_00002345	GC_00002345	0.1667	0.25	12	12
GC_00002337	0.2526315792084054	0.6152281668976409	1	dj	GC_00002337	GC_00002337	0.25	0.1667	12	12
GC_00002294	0.2526315792084054	0.6152281668976409	1	colon	GC_00002294	GC_00002294	0.1667	0.25	12	12
GC_00002017	0.20168151634800488	0.6533669842991358	1	colon	GC_00002017	GC_00002017	0.6667	0.75	12	12
GC_00002018	0.20168151634800488	0.6533669842991358	1	colon	GC_00002018	GC_00002018	0.6667	0.75	12	12
GC_00002198	0.2016815163480048	0.6533669842991358	1	colon	GC_00002198	GC_00002198	0.25	0.3333	12	12
GC_00002219	0.2016815163480048	0.6533669842991358	1	colon	GC_00002219	GC_00002219	0.25	0.3333	12	12
GC_00002150	0.2016815163480048	0.6533669842991358	1	colon	GC_00002150	GC_00002150	0.25	0.3333	12	12
GC_00002210	0.2016815163480048	0.6533669842991358	1	colon	GC_00002210	GC_00002210	0.25	0.3333	12	12
GC_00002188	0.2016815163480048	0.6533669842991358	1	colon	GC_00002188	GC_00002188	0.25	0.3333	12	12
GC_00002191	0.2016815163480048	0.6533669842991358	1	colon	GC_00002191	GC_00002191	0.25	0.3333	12	12
GC_00002192	0.2016815163480048	0.6533669842991358	1	colon	GC_00002192	GC_00002192	0.25	0.3333	12	12
GC_00002221	0.2016815163480048	0.6533669842991358	1	colon	GC_00002221	GC_00002221	0.25	0.3333	12	12
GC_00002205	0.2016815163480048	0.6533669842991358	1	colon	GC_00002205	GC_00002205	0.25	0.3333	12	12
GC_00002218	0.2016815163480048	0.6533669842991358	1	colon	GC_00002218	GC_00002218	0.25	0.3333	12	12
