IDENTITY	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_dj	p_colon	N_dj	N_colon
GC_00002195	0.2016815163480048	0.6533669842991358	1	colon	GC_00002195	GC_00002195	0.25	0.3333	12	12
GC_00002201	0.20168151634800463	0.653366984299136	1	dj	GC_00002201	GC_00002201	0.3333	0.25	12	12
GC_00002169	0.20168151634800463	0.653366984299136	1	dj	GC_00002169	GC_00002169	0.3333	0.25	12	12
GC_00002215	0.20168151634800463	0.653366984299136	1	dj	GC_00002215	GC_00002215	0.3333	0.25	12	12
GC_00002207	0.20168151634800463	0.653366984299136	1	dj	GC_00002207	GC_00002207	0.3333	0.25	12	12
GC_00002203	0.20168151634800463	0.653366984299136	1	dj	GC_00002203	GC_00002203	0.3333	0.25	12	12
GC_00002159	0.20168151634800463	0.653366984299136	1	dj	GC_00002159	GC_00002159	0.3333	0.25	12	12
GC_00002187	0.20168151634800463	0.653366984299136	1	dj	GC_00002187	GC_00002187	0.3333	0.25	12	12
GC_00002194	0.20168151634800463	0.653366984299136	1	dj	GC_00002194	GC_00002194	0.3333	0.25	12	12
GC_00002145	0.17777782827869135	0.6732899359413628	1	colon	GC_00002145	GC_00002145	0.3333	0.4167	12	12
GC_00002138	0.17777782827869135	0.6732899359413628	1	colon	GC_00002138	GC_00002138	0.3333	0.4167	12	12
GC_00002140	0.17777782827869135	0.6732899359413628	1	colon	GC_00002140	GC_00002140	0.3333	0.4167	12	12
GC_00002148	0.17777782827869135	0.6732899359413628	1	colon	GC_00002148	GC_00002148	0.3333	0.4167	12	12
GC_00002133	0.17777782827869135	0.6732899359413628	1	colon	GC_00002133	GC_00002133	0.3333	0.4167	12	12
GC_00002144	0.17777782827869135	0.6732899359413628	1	colon	GC_00002144	GC_00002144	0.3333	0.4167	12	12
GC_00002139	0.17777782827869135	0.6732899359413628	1	colon	GC_00002139	GC_00002139	0.3333	0.4167	12	12
GC_00002128	0.17777782827869135	0.6732899359413628	1	colon	GC_00002128	GC_00002128	0.3333	0.4167	12	12
GC_00002151	0.17777782827869118	0.6732899359413629	1	dj	GC_00002151	GC_00002151	0.4167	0.3333	12	12
GC_00002111	0.17777782827869118	0.6732899359413629	1	dj	GC_00002111	GC_00002111	0.4167	0.3333	12	12
GC_00002125	0.17777782827869118	0.6732899359413629	1	dj	GC_00002125	GC_00002125	0.4167	0.3333	12	12
GC_00002147	0.17777782827869118	0.6732899359413629	1	dj	GC_00002147	GC_00002147	0.4167	0.3333	12	12
GC_00002143	0.17777782827869118	0.6732899359413629	1	dj	GC_00002143	GC_00002143	0.4167	0.3333	12	12
GC_00002110	0.17777782827869118	0.6732899359413629	1	dj	GC_00002110	GC_00002110	0.4167	0.3333	12	12
GC_00002120	0.17777782827869118	0.6732899359413629	1	dj	GC_00002120	GC_00002120	0.4167	0.3333	12	12
GC_00002137	0.17777782827869118	0.6732899359413629	1	dj	GC_00002137	GC_00002137	0.4167	0.3333	12	12
GC_00002040	0.17777782827869065	0.6732899359413633	1	colon	GC_00002040	GC_00002040	0.5833	0.6667	12	12
GC_00002038	0.17777782827869065	0.6732899359413633	1	colon	GC_00002038	GC_00002038	0.5833	0.6667	12	12
GC_00002037	0.17777782827869065	0.6732899359413633	1	colon	GC_00002037	GC_00002037	0.5833	0.6667	12	12
GC_00002032	0.17777782827869065	0.6732899359413633	1	colon	GC_00002032	GC_00002032	0.5833	0.6667	12	12
GC_00002027	0.17777782827869065	0.6732899359413633	1	colon	GC_00002027	GC_00002027	0.5833	0.6667	12	12
GC_00002034	0.17777782827869065	0.6732899359413633	1	colon	GC_00002034	GC_00002034	0.5833	0.6667	12	12
GC_00002039	0.1777778282786906	0.6732899359413634	1	dj	GC_00002039	GC_00002039	0.6667	0.5833	12	12
GC_00002061	0.16783216826147215	0.6820456585505987	1	colon	GC_00002061	GC_00002061	0.5	0.5833	12	12
GC_00002054	0.16783216826147201	0.6820456585505988	1	dj	GC_00002054	GC_00002054	0.5833	0.5	12	12
GC_00002055	0.16783216826147201	0.6820456585505988	1	dj	GC_00002055	GC_00002055	0.5833	0.5	12	12
GC_00002063	0.16783216826147201	0.6820456585505988	1	dj	GC_00002063	GC_00002063	0.5833	0.5	12	12
GC_00002101	0.1678321682614719	0.682045658550599	1	colon	GC_00002101	GC_00002101	0.4167	0.5	12	12
GC_00002100	0.1678321682614719	0.682045658550599	1	colon	GC_00002100	GC_00002100	0.4167	0.5	12	12
GC_00002064	0.1678321682614719	0.682045658550599	1	colon	GC_00002064	GC_00002064	0.4167	0.5	12	12
GC_00002088	0.1678321682614719	0.682045658550599	1	colon	GC_00002088	GC_00002088	0.4167	0.5	12	12
GC_00002095	0.1678321682614719	0.682045658550599	1	colon	GC_00002095	GC_00002095	0.4167	0.5	12	12
GC_00002104	0.1678321682614719	0.682045658550599	1	colon	GC_00002104	GC_00002104	0.4167	0.5	12	12
GC_00002096	0.1678321682614719	0.682045658550599	1	colon	GC_00002096	GC_00002096	0.4167	0.5	12	12
GC_00002083	0.16783216826147185	0.6820456585505991	1	dj	GC_00002083	GC_00002083	0.5	0.4167	12	12
GC_00002102	0.16783216826147185	0.6820456585505991	1	dj	GC_00002102	GC_00002102	0.5	0.4167	12	12
GC_00002097	0.16783216826147185	0.6820456585505991	1	dj	GC_00002097	GC_00002097	0.5	0.4167	12	12
GC_00001783	0	1	1	NA	GC_00001783	GC_00001783	1	1	12	12
GC_00000422	0	1	1	NA	GC_00000422	GC_00000422	1	1	12	12
GC_00001165	0	1	1	NA	GC_00001165	GC_00001165	1	1	12	12
GC_00001943	0	1	1	NA	GC_00001943	GC_00001943	1	1	12	12
GC_00001583	0	1	1	NA	GC_00001583	GC_00001583	1	1	12	12
GC_00001230	0	1	1	NA	GC_00001230	GC_00001230	1	1	12	12
GC_00001853	0	1	1	NA	GC_00001853	GC_00001853	1	1	12	12
GC_00000773	0	1	1	NA	GC_00000773	GC_00000773	1	1	12	12
GC_00000261	0	1	1	NA	GC_00000261	GC_00000261	1	1	12	12
GC_00002666	0	1	1	NA	GC_00002666	GC_00002666	0.0833	0.0833	12	12
GC_00000377	0	1	1	NA	GC_00000377	GC_00000377	1	1	12	12
GC_00000105	0	1	1	NA	GC_00000105	GC_00000105	1	1	12	12
GC_00002872	0	1	1	NA	GC_00002872	GC_00002872	0.0833	0.0833	12	12
GC_00001128	0	1	1	NA	GC_00001128	GC_00001128	1	1	12	12
GC_00000103	0	1	1	NA	GC_00000103	GC_00000103	1	1	12	12
GC_00001320	0	1	1	NA	GC_00001320	GC_00001320	1	1	12	12
GC_00001735	0	1	1	NA	GC_00001735	GC_00001735	1	1	12	12
GC_00001829	0	1	1	NA	GC_00001829	GC_00001829	1	1	12	12
GC_00000616	0	1	1	NA	GC_00000616	GC_00000616	1	1	12	12
GC_00002627	0	1	1	NA	GC_00002627	GC_00002627	0.0833	0.0833	12	12
GC_00001058	0	1	1	NA	GC_00001058	GC_00001058	1	1	12	12
GC_00000880	0	1	1	NA	GC_00000880	GC_00000880	1	1	12	12
GC_00001874	0	1	1	NA	GC_00001874	GC_00001874	1	1	12	12
GC_00002270	0	1	1	NA	GC_00002270	GC_00002270	0.25	0.25	12	12
GC_00000839	0	1	1	NA	GC_00000839	GC_00000839	1	1	12	12
GC_00001944	0	1	1	NA	GC_00001944	GC_00001944	1	1	12	12
GC_00000504	0	1	1	NA	GC_00000504	GC_00000504	1	1	12	12
GC_00000994	0	1	1	NA	GC_00000994	GC_00000994	1	1	12	12
GC_00001032	0	1	1	NA	GC_00001032	GC_00001032	1	1	12	12
GC_00000122	0	1	1	NA	GC_00000122	GC_00000122	1	1	12	12
GC_00000909	0	1	1	NA	GC_00000909	GC_00000909	1	1	12	12
GC_00000426	0	1	1	NA	GC_00000426	GC_00000426	1	1	12	12
GC_00000887	0	1	1	NA	GC_00000887	GC_00000887	1	1	12	12
GC_00001890	0	1	1	NA	GC_00001890	GC_00001890	1	1	12	12
GC_00000570	0	1	1	NA	GC_00000570	GC_00000570	1	1	12	12
GC_00000579	0	1	1	NA	GC_00000579	GC_00000579	1	1	12	12
GC_00001397	0	1	1	NA	GC_00001397	GC_00001397	1	1	12	12
GC_00000453	0	1	1	NA	GC_00000453	GC_00000453	1	1	12	12
GC_00001122	0	1	1	NA	GC_00001122	GC_00001122	1	1	12	12
GC_00000820	0	1	1	NA	GC_00000820	GC_00000820	1	1	12	12
GC_00000824	0	1	1	NA	GC_00000824	GC_00000824	1	1	12	12
GC_00001723	0	1	1	NA	GC_00001723	GC_00001723	1	1	12	12
GC_00001156	0	1	1	NA	GC_00001156	GC_00001156	1	1	12	12
GC_00000200	0	1	1	NA	GC_00000200	GC_00000200	1	1	12	12
GC_00000170	0	1	1	NA	GC_00000170	GC_00000170	1	1	12	12
GC_00000848	0	1	1	NA	GC_00000848	GC_00000848	1	1	12	12
GC_00001922	0	1	1	NA	GC_00001922	GC_00001922	1	1	12	12
GC_00001733	0	1	1	NA	GC_00001733	GC_00001733	1	1	12	12
GC_00000575	0	1	1	NA	GC_00000575	GC_00000575	1	1	12	12
GC_00001708	0	1	1	NA	GC_00001708	GC_00001708	1	1	12	12
GC_00001533	0	1	1	NA	GC_00001533	GC_00001533	1	1	12	12
GC_00001428	0	1	1	NA	GC_00001428	GC_00001428	1	1	12	12
GC_00001695	0	1	1	NA	GC_00001695	GC_00001695	1	1	12	12
GC_00000603	0	1	1	NA	GC_00000603	GC_00000603	1	1	12	12
GC_00000580	0	1	1	NA	GC_00000580	GC_00000580	1	1	12	12
GC_00001555	0	1	1	NA	GC_00001555	GC_00001555	1	1	12	12
GC_00000278	0	1	1	NA	GC_00000278	GC_00000278	1	1	12	12
GC_00000779	0	1	1	NA	GC_00000779	GC_00000779	1	1	12	12
GC_00001199	0	1	1	NA	GC_00001199	GC_00001199	1	1	12	12
GC_00002618	0	1	1	NA	GC_00002618	GC_00002618	0.0833	0.0833	12	12
GC_00001210	0	1	1	NA	GC_00001210	GC_00001210	1	1	12	12
GC_00000444	0	1	1	NA	GC_00000444	GC_00000444	1	1	12	12
GC_00000262	0	1	1	NA	GC_00000262	GC_00000262	1	1	12	12
GC_00001048	0	1	1	NA	GC_00001048	GC_00001048	1	1	12	12
GC_00001309	0	1	1	NA	GC_00001309	GC_00001309	1	1	12	12
GC_00001618	0	1	1	NA	GC_00001618	GC_00001618	1	1	12	12
GC_00000762	0	1	1	NA	GC_00000762	GC_00000762	1	1	12	12
GC_00001684	0	1	1	NA	GC_00001684	GC_00001684	1	1	12	12
GC_00002599	0	1	1	NA	GC_00002599	GC_00002599	0.0833	0.0833	12	12
GC_00001155	0	1	1	NA	GC_00001155	GC_00001155	1	1	12	12
GC_00002406	0	1	1	NA	GC_00002406	GC_00002406	0.1667	0.1667	12	12
GC_00001323	0	1	1	NA	GC_00001323	GC_00001323	1	1	12	12
GC_00000060	0	1	1	NA	GC_00000060	GC_00000060	1	1	12	12
GC_00000984	0	1	1	NA	GC_00000984	GC_00000984	1	1	12	12
GC_00001442	0	1	1	NA	GC_00001442	GC_00001442	1	1	12	12
GC_00002405	0	1	1	NA	GC_00002405	GC_00002405	0.1667	0.1667	12	12
GC_00002725	0	1	1	NA	GC_00002725	GC_00002725	0.0833	0.0833	12	12
GC_00001277	0	1	1	NA	GC_00001277	GC_00001277	1	1	12	12
GC_00002717	0	1	1	NA	GC_00002717	GC_00002717	0.0833	0.0833	12	12
GC_00000671	0	1	1	NA	GC_00000671	GC_00000671	1	1	12	12
GC_00000367	0	1	1	NA	GC_00000367	GC_00000367	1	1	12	12
GC_00001612	0	1	1	NA	GC_00001612	GC_00001612	1	1	12	12
GC_00001275	0	1	1	NA	GC_00001275	GC_00001275	1	1	12	12
GC_00000662	0	1	1	NA	GC_00000662	GC_00000662	1	1	12	12
GC_00000664	0	1	1	NA	GC_00000664	GC_00000664	1	1	12	12
GC_00001195	0	1	1	NA	GC_00001195	GC_00001195	1	1	12	12
GC_00001364	0	1	1	NA	GC_00001364	GC_00001364	1	1	12	12
GC_00001104	0	1	1	NA	GC_00001104	GC_00001104	1	1	12	12
GC_00001639	0	1	1	NA	GC_00001639	GC_00001639	1	1	12	12
GC_00002771	0	1	1	NA	GC_00002771	GC_00002771	0.0833	0.0833	12	12
GC_00001811	0	1	1	NA	GC_00001811	GC_00001811	1	1	12	12
GC_00000410	0	1	1	NA	GC_00000410	GC_00000410	1	1	12	12
GC_00002637	0	1	1	NA	GC_00002637	GC_00002637	0.0833	0.0833	12	12
GC_00000376	0	1	1	NA	GC_00000376	GC_00000376	1	1	12	12
GC_00000977	0	1	1	NA	GC_00000977	GC_00000977	1	1	12	12
GC_00001419	0	1	1	NA	GC_00001419	GC_00001419	1	1	12	12
GC_00001388	0	1	1	NA	GC_00001388	GC_00001388	1	1	12	12
GC_00001839	0	1	1	NA	GC_00001839	GC_00001839	1	1	12	12
GC_00000683	0	1	1	NA	GC_00000683	GC_00000683	1	1	12	12
GC_00001526	0	1	1	NA	GC_00001526	GC_00001526	1	1	12	12
GC_00001355	0	1	1	NA	GC_00001355	GC_00001355	1	1	12	12
GC_00001511	0	1	1	NA	GC_00001511	GC_00001511	1	1	12	12
GC_00000003	0	1	1	NA	GC_00000003	GC_00000003	1	1	12	12
GC_00002710	0	1	1	NA	GC_00002710	GC_00002710	0.0833	0.0833	12	12
GC_00001898	0	1	1	NA	GC_00001898	GC_00001898	1	1	12	12
GC_00001411	0	1	1	NA	GC_00001411	GC_00001411	1	1	12	12
GC_00001037	0	1	1	NA	GC_00001037	GC_00001037	1	1	12	12
GC_00001389	0	1	1	NA	GC_00001389	GC_00001389	1	1	12	12
GC_00001876	0	1	1	NA	GC_00001876	GC_00001876	1	1	12	12
GC_00000178	0	1	1	NA	GC_00000178	GC_00000178	1	1	12	12
GC_00001263	0	1	1	NA	GC_00001263	GC_00001263	1	1	12	12
GC_00000415	0	1	1	NA	GC_00000415	GC_00000415	1	1	12	12
GC_00002076	0	1	1	NA	GC_00002076	GC_00002076	0.5	0.5	12	12
GC_00000532	0	1	1	NA	GC_00000532	GC_00000532	1	1	12	12
GC_00000717	0	1	1	NA	GC_00000717	GC_00000717	1	1	12	12
GC_00002663	0	1	1	NA	GC_00002663	GC_00002663	0.0833	0.0833	12	12
GC_00001620	0	1	1	NA	GC_00001620	GC_00001620	1	1	12	12
GC_00000011	0	1	1	NA	GC_00000011	GC_00000011	1	1	12	12
GC_00000264	0	1	1	NA	GC_00000264	GC_00000264	1	1	12	12
GC_00000539	0	1	1	NA	GC_00000539	GC_00000539	1	1	12	12
GC_00001345	0	1	1	NA	GC_00001345	GC_00001345	1	1	12	12
GC_00000993	0	1	1	NA	GC_00000993	GC_00000993	1	1	12	12
GC_00002700	0	1	1	NA	GC_00002700	GC_00002700	0.0833	0.0833	12	12
GC_00000510	0	1	1	NA	GC_00000510	GC_00000510	1	1	12	12
GC_00001788	0	1	1	NA	GC_00001788	GC_00001788	1	1	12	12
GC_00000712	0	1	1	NA	GC_00000712	GC_00000712	1	1	12	12
GC_00001175	0	1	1	NA	GC_00001175	GC_00001175	1	1	12	12
GC_00000024	0	1	1	NA	GC_00000024	GC_00000024	1	1	12	12
GC_00000337	0	1	1	NA	GC_00000337	GC_00000337	1	1	12	12
GC_00000047	0	1	1	NA	GC_00000047	GC_00000047	1	1	12	12
GC_00000765	0	1	1	NA	GC_00000765	GC_00000765	1	1	12	12
GC_00001731	0	1	1	NA	GC_00001731	GC_00001731	1	1	12	12
GC_00000405	0	1	1	NA	GC_00000405	GC_00000405	1	1	12	12
GC_00000582	0	1	1	NA	GC_00000582	GC_00000582	1	1	12	12
GC_00000958	0	1	1	NA	GC_00000958	GC_00000958	1	1	12	12
GC_00001087	0	1	1	NA	GC_00001087	GC_00001087	1	1	12	12
GC_00002115	0	1	1	NA	GC_00002115	GC_00002115	0.4167	0.4167	12	12
GC_00000477	0	1	1	NA	GC_00000477	GC_00000477	1	1	12	12
GC_00001927	0	1	1	NA	GC_00001927	GC_00001927	1	1	12	12
GC_00000735	0	1	1	NA	GC_00000735	GC_00000735	1	1	12	12
GC_00001473	0	1	1	NA	GC_00001473	GC_00001473	1	1	12	12
GC_00001055	0	1	1	NA	GC_00001055	GC_00001055	1	1	12	12
GC_00001168	0	1	1	NA	GC_00001168	GC_00001168	1	1	12	12
GC_00000982	0	1	1	NA	GC_00000982	GC_00000982	1	1	12	12
GC_00001807	0	1	1	NA	GC_00001807	GC_00001807	1	1	12	12
GC_00000973	0	1	1	NA	GC_00000973	GC_00000973	1	1	12	12
GC_00001741	0	1	1	NA	GC_00001741	GC_00001741	1	1	12	12
GC_00000042	0	1	1	NA	GC_00000042	GC_00000042	1	1	12	12
GC_00001870	0	1	1	NA	GC_00001870	GC_00001870	1	1	12	12
GC_00000169	0	1	1	NA	GC_00000169	GC_00000169	1	1	12	12
GC_00000104	0	1	1	NA	GC_00000104	GC_00000104	1	1	12	12
GC_00001262	0	1	1	NA	GC_00001262	GC_00001262	1	1	12	12
GC_00001907	0	1	1	NA	GC_00001907	GC_00001907	1	1	12	12
GC_00001106	0	1	1	NA	GC_00001106	GC_00001106	1	1	12	12
GC_00001181	0	1	1	NA	GC_00001181	GC_00001181	1	1	12	12
GC_00001485	0	1	1	NA	GC_00001485	GC_00001485	1	1	12	12
GC_00001606	0	1	1	NA	GC_00001606	GC_00001606	1	1	12	12
GC_00001603	0	1	1	NA	GC_00001603	GC_00001603	1	1	12	12
GC_00000633	0	1	1	NA	GC_00000633	GC_00000633	1	1	12	12
GC_00000552	0	1	1	NA	GC_00000552	GC_00000552	1	1	12	12
GC_00002659	0	1	1	NA	GC_00002659	GC_00002659	0.0833	0.0833	12	12
GC_00000643	0	1	1	NA	GC_00000643	GC_00000643	1	1	12	12
GC_00000793	0	1	1	NA	GC_00000793	GC_00000793	1	1	12	12
GC_00001476	0	1	1	NA	GC_00001476	GC_00001476	1	1	12	12
GC_00001151	0	1	1	NA	GC_00001151	GC_00001151	1	1	12	12
GC_00002889	0	1	1	NA	GC_00002889	GC_00002889	0.0833	0.0833	12	12
GC_00002224	0	1	1	NA	GC_00002224	GC_00002224	0.25	0.25	12	12
GC_00000722	0	1	1	NA	GC_00000722	GC_00000722	1	1	12	12
GC_00000903	0	1	1	NA	GC_00000903	GC_00000903	1	1	12	12
GC_00001672	0	1	1	NA	GC_00001672	GC_00001672	1	1	12	12
GC_00001725	0	1	1	NA	GC_00001725	GC_00001725	1	1	12	12
GC_00002651	0	1	1	NA	GC_00002651	GC_00002651	0.0833	0.0833	12	12
GC_00000435	0	1	1	NA	GC_00000435	GC_00000435	1	1	12	12
GC_00001883	0	1	1	NA	GC_00001883	GC_00001883	1	1	12	12
GC_00002823	0	1	1	NA	GC_00002823	GC_00002823	0.0833	0.0833	12	12
GC_00000964	0	1	1	NA	GC_00000964	GC_00000964	1	1	12	12
GC_00000381	0	1	1	NA	GC_00000381	GC_00000381	1	1	12	12
GC_00000923	0	1	1	NA	GC_00000923	GC_00000923	1	1	12	12
GC_00002033	0	1	1	NA	GC_00002033	GC_00002033	0.5833	0.5833	12	12
GC_00000184	0	1	1	NA	GC_00000184	GC_00000184	1	1	12	12
GC_00001016	0	1	1	NA	GC_00001016	GC_00001016	1	1	12	12
GC_00001248	0	1	1	NA	GC_00001248	GC_00001248	1	1	12	12
GC_00001033	0	1	1	NA	GC_00001033	GC_00001033	1	1	12	12
GC_00000487	0	1	1	NA	GC_00000487	GC_00000487	1	1	12	12
GC_00001821	0	1	1	NA	GC_00001821	GC_00001821	1	1	12	12
GC_00000913	0	1	1	NA	GC_00000913	GC_00000913	1	1	12	12
GC_00000119	0	1	1	NA	GC_00000119	GC_00000119	1	1	12	12
GC_00002748	0	1	1	NA	GC_00002748	GC_00002748	0.0833	0.0833	12	12
GC_00001915	0	1	1	NA	GC_00001915	GC_00001915	1	1	12	12
GC_00002629	0	1	1	NA	GC_00002629	GC_00002629	0.0833	0.0833	12	12
GC_00000916	0	1	1	NA	GC_00000916	GC_00000916	1	1	12	12
GC_00000283	0	1	1	NA	GC_00000283	GC_00000283	1	1	12	12
GC_00002508	0	1	1	NA	GC_00002508	GC_00002508	0.0833	0.0833	12	12
GC_00001431	0	1	1	NA	GC_00001431	GC_00001431	1	1	12	12
GC_00000830	0	1	1	NA	GC_00000830	GC_00000830	1	1	12	12
GC_00000318	0	1	1	NA	GC_00000318	GC_00000318	1	1	12	12
GC_00001878	0	1	1	NA	GC_00001878	GC_00001878	1	1	12	12
GC_00001099	0	1	1	NA	GC_00001099	GC_00001099	1	1	12	12
GC_00000644	0	1	1	NA	GC_00000644	GC_00000644	1	1	12	12
GC_00001356	0	1	1	NA	GC_00001356	GC_00001356	1	1	12	12
GC_00000512	0	1	1	NA	GC_00000512	GC_00000512	1	1	12	12
GC_00000394	0	1	1	NA	GC_00000394	GC_00000394	1	1	12	12
GC_00000792	0	1	1	NA	GC_00000792	GC_00000792	1	1	12	12
GC_00000162	0	1	1	NA	GC_00000162	GC_00000162	1	1	12	12
GC_00001358	0	1	1	NA	GC_00001358	GC_00001358	1	1	12	12
GC_00001011	0	1	1	NA	GC_00001011	GC_00001011	1	1	12	12
GC_00001418	0	1	1	NA	GC_00001418	GC_00001418	1	1	12	12
GC_00001000	0	1	1	NA	GC_00001000	GC_00001000	1	1	12	12
GC_00001243	0	1	1	NA	GC_00001243	GC_00001243	1	1	12	12
GC_00001363	0	1	1	NA	GC_00001363	GC_00001363	1	1	12	12
GC_00000962	0	1	1	NA	GC_00000962	GC_00000962	1	1	12	12
GC_00001360	0	1	1	NA	GC_00001360	GC_00001360	1	1	12	12
GC_00001232	0	1	1	NA	GC_00001232	GC_00001232	1	1	12	12
GC_00001537	0	1	1	NA	GC_00001537	GC_00001537	1	1	12	12
GC_00001920	0	1	1	NA	GC_00001920	GC_00001920	1	1	12	12
GC_00000855	0	1	1	NA	GC_00000855	GC_00000855	1	1	12	12
GC_00002726	0	1	1	NA	GC_00002726	GC_00002726	0.0833	0.0833	12	12
GC_00002234	0	1	1	NA	GC_00002234	GC_00002234	0.25	0.25	12	12
GC_00000755	0	1	1	NA	GC_00000755	GC_00000755	1	1	12	12
GC_00001652	0	1	1	NA	GC_00001652	GC_00001652	1	1	12	12
GC_00002244	0	1	1	NA	GC_00002244	GC_00002244	0.25	0.25	12	12
GC_00000285	0	1	1	NA	GC_00000285	GC_00000285	1	1	12	12
GC_00000749	0	1	1	NA	GC_00000749	GC_00000749	1	1	12	12
GC_00000991	0	1	1	NA	GC_00000991	GC_00000991	1	1	12	12
GC_00000374	0	1	1	NA	GC_00000374	GC_00000374	1	1	12	12
GC_00002714	0	1	1	NA	GC_00002714	GC_00002714	0.0833	0.0833	12	12
GC_00000770	0	1	1	NA	GC_00000770	GC_00000770	1	1	12	12
GC_00001773	0	1	1	NA	GC_00001773	GC_00001773	1	1	12	12
GC_00000748	0	1	1	NA	GC_00000748	GC_00000748	1	1	12	12
GC_00001497	0	1	1	NA	GC_00001497	GC_00001497	1	1	12	12
GC_00001625	0	1	1	NA	GC_00001625	GC_00001625	1	1	12	12
GC_00001770	0	1	1	NA	GC_00001770	GC_00001770	1	1	12	12
GC_00000391	0	1	1	NA	GC_00000391	GC_00000391	1	1	12	12
GC_00001306	0	1	1	NA	GC_00001306	GC_00001306	1	1	12	12
GC_00001359	0	1	1	NA	GC_00001359	GC_00001359	1	1	12	12
GC_00001577	0	1	1	NA	GC_00001577	GC_00001577	1	1	12	12
GC_00000599	0	1	1	NA	GC_00000599	GC_00000599	1	1	12	12
GC_00002372	0	1	1	NA	GC_00002372	GC_00002372	0.1667	0.1667	12	12
GC_00001041	0	1	1	NA	GC_00001041	GC_00001041	1	1	12	12
GC_00001454	0	1	1	NA	GC_00001454	GC_00001454	1	1	12	12
GC_00002687	0	1	1	NA	GC_00002687	GC_00002687	0.0833	0.0833	12	12
GC_00001525	0	1	1	NA	GC_00001525	GC_00001525	1	1	12	12
GC_00000310	0	1	1	NA	GC_00000310	GC_00000310	1	1	12	12
GC_00002766	0	1	1	NA	GC_00002766	GC_00002766	0.0833	0.0833	12	12
GC_00000118	0	1	1	NA	GC_00000118	GC_00000118	1	1	12	12
GC_00000917	0	1	1	NA	GC_00000917	GC_00000917	1	1	12	12
GC_00000960	0	1	1	NA	GC_00000960	GC_00000960	1	1	12	12
GC_00001255	0	1	1	NA	GC_00001255	GC_00001255	1	1	12	12
GC_00000236	0	1	1	NA	GC_00000236	GC_00000236	1	1	12	12
GC_00000752	0	1	1	NA	GC_00000752	GC_00000752	1	1	12	12
GC_00000457	0	1	1	NA	GC_00000457	GC_00000457	1	1	12	12
GC_00001950	0	1	1	NA	GC_00001950	GC_00001950	1	1	12	12
GC_00001063	0	1	1	NA	GC_00001063	GC_00001063	1	1	12	12
GC_00001541	0	1	1	NA	GC_00001541	GC_00001541	1	1	12	12
GC_00001718	0	1	1	NA	GC_00001718	GC_00001718	1	1	12	12
GC_00000322	0	1	1	NA	GC_00000322	GC_00000322	1	1	12	12
GC_00001682	0	1	1	NA	GC_00001682	GC_00001682	1	1	12	12
GC_00000678	0	1	1	NA	GC_00000678	GC_00000678	1	1	12	12
GC_00001223	0	1	1	NA	GC_00001223	GC_00001223	1	1	12	12
GC_00001929	0	1	1	NA	GC_00001929	GC_00001929	1	1	12	12
GC_00000413	0	1	1	NA	GC_00000413	GC_00000413	1	1	12	12
GC_00000403	0	1	1	NA	GC_00000403	GC_00000403	1	1	12	12
GC_00001196	0	1	1	NA	GC_00001196	GC_00001196	1	1	12	12
GC_00001218	0	1	1	NA	GC_00001218	GC_00001218	1	1	12	12
GC_00001437	0	1	1	NA	GC_00001437	GC_00001437	1	1	12	12
GC_00002625	0	1	1	NA	GC_00002625	GC_00002625	0.0833	0.0833	12	12
GC_00001879	0	1	1	NA	GC_00001879	GC_00001879	1	1	12	12
GC_00000980	0	1	1	NA	GC_00000980	GC_00000980	1	1	12	12
GC_00001722	0	1	1	NA	GC_00001722	GC_00001722	1	1	12	12
GC_00000591	0	1	1	NA	GC_00000591	GC_00000591	1	1	12	12
GC_00001062	0	1	1	NA	GC_00001062	GC_00001062	1	1	12	12
GC_00000609	0	1	1	NA	GC_00000609	GC_00000609	1	1	12	12
GC_00001028	0	1	1	NA	GC_00001028	GC_00001028	1	1	12	12
GC_00001422	0	1	1	NA	GC_00001422	GC_00001422	1	1	12	12
GC_00001441	0	1	1	NA	GC_00001441	GC_00001441	1	1	12	12
GC_00001895	0	1	1	NA	GC_00001895	GC_00001895	1	1	12	12
GC_00001486	0	1	1	NA	GC_00001486	GC_00001486	1	1	12	12
GC_00001760	0	1	1	NA	GC_00001760	GC_00001760	1	1	12	12
GC_00001774	0	1	1	NA	GC_00001774	GC_00001774	1	1	12	12
GC_00001647	0	1	1	NA	GC_00001647	GC_00001647	1	1	12	12
GC_00001688	0	1	1	NA	GC_00001688	GC_00001688	1	1	12	12
GC_00001530	0	1	1	NA	GC_00001530	GC_00001530	1	1	12	12
GC_00001659	0	1	1	NA	GC_00001659	GC_00001659	1	1	12	12
GC_00001513	0	1	1	NA	GC_00001513	GC_00001513	1	1	12	12
GC_00001093	0	1	1	NA	GC_00001093	GC_00001093	1	1	12	12
GC_00000927	0	1	1	NA	GC_00000927	GC_00000927	1	1	12	12
GC_00001197	0	1	1	NA	GC_00001197	GC_00001197	1	1	12	12
